row_order,schedule_index,condition,model_key,model,pubmed_id,gold_label,decision,error_prob,action,parse_status,parse_notes,is_correct,evidence_policy,evidence_chars,max_tokens,threshold_rule,prompt_tokens,completion_tokens,total_tokens,api_attempts,api_error,retry_events_json,response_id,response_model,system_fingerprint,request_started_utc,request_finished_utc,latency_seconds,raw_response,raw_length
19,145,C3,gpt,gpt-4.1-mini,15137012,REFUTED,SUPPORTED,0.1,COMMIT,full,clean,0,full,1085,300,no_numeric_mapping_exact_control,531,20,551,1,,[],chatcmpl-EOYecjZxQMQB4Y66jtlTsa0RBWjzJ,gpt-4.1-mini-2025-04-14,fp_9ab5ecfee8,2026-09-16T01:23:09.423179+00:00,2026-09-16T01:23:10.116069+00:00,0.693,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
20,158,C3,gpt,gpt-4.1-mini,11380492,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,2400,300,no_numeric_mapping_exact_control,777,20,797,1,,[],chatcmpl-EOYer5CJiQo75iaypgGnTNtBYt7OU,gpt-4.1-mini-2025-04-14,fp_9ab5ecfee8,2026-09-16T01:23:24.571516+00:00,2026-09-16T01:23:25.267267+00:00,0.696,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
21,165,C3,gpt,gpt-4.1-mini,17274051,REFUTED,INCONCLUSIVE,0.2,ABSTAIN,full,clean,0,full,1364,300,no_numeric_mapping_exact_control,638,22,660,1,,[],chatcmpl-EOYf0Cvm90aRBJ3Egyei4hjPvOa2O,gpt-4.1-mini-2025-04-14,fp_7725bead7d,2026-09-16T01:23:33.182289+00:00,2026-09-16T01:23:34.098546+00:00,0.916,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.2
ACTION: ABSTAIN",61
22,170,C3,gpt,gpt-4.1-mini,12846929,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1372,300,no_numeric_mapping_exact_control,565,20,585,1,,[],chatcmpl-EOYf6yRoIL9AoTympsrZahaDXp11A,gpt-4.1-mini-2025-04-14,fp_46b5f3c708,2026-09-16T01:23:39.476445+00:00,2026-09-16T01:23:40.137838+00:00,0.661,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
23,177,C3,gpt,gpt-4.1-mini,18948835,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1184,300,no_numeric_mapping_exact_control,540,20,560,1,,[],chatcmpl-EOYfEB3qC1kQWu0xSkZCbMVekhFdt,gpt-4.1-mini-2025-04-14,fp_03a696da6b,2026-09-16T01:23:47.357656+00:00,2026-09-16T01:23:47.920433+00:00,0.563,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
24,190,C3,gpt,gpt-4.1-mini,23052500,REFUTED,SUPPORTED,0.1,COMMIT,full,clean,0,full,1480,300,no_numeric_mapping_exact_control,634,20,654,1,,[],chatcmpl-EOYfTiLYBAjGqYZedElLdyKgF9sjg,gpt-4.1-mini-2025-04-14,fp_27fa8c7d29,2026-09-16T01:24:02.773386+00:00,2026-09-16T01:24:03.442107+00:00,0.669,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
25,197,C3,gpt,gpt-4.1-mini,25488308,REFUTED,SUPPORTED,0.1,COMMIT,full,clean,0,full,1794,300,no_numeric_mapping_exact_control,670,20,690,1,,[],chatcmpl-EOYfbGchuZS2vklE5ICIqrtiWXuDB,gpt-4.1-mini-2025-04-14,fp_27fa8c7d29,2026-09-16T01:24:10.758702+00:00,2026-09-16T01:24:11.368678+00:00,0.61,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
26,202,C3,gpt,gpt-4.1-mini,24946973,INCONCLUSIVE,REFUTED,0.1,COMMIT,full,clean,0,full,1290,300,no_numeric_mapping_exact_control,606,21,627,1,,[],chatcmpl-EOYfhgI0yOF32SpGFbVFB2JdRwEl0,gpt-4.1-mini-2025-04-14,fp_d947bed196,2026-09-16T01:24:16.605422+00:00,2026-09-16T01:24:17.257803+00:00,0.652,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
27,209,C3,gpt,gpt-4.1-mini,27456836,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1530,300,no_numeric_mapping_exact_control,676,20,696,1,,[],chatcmpl-EOYfpjeh47dvA1X4diW4xP9LTHSjs,gpt-4.1-mini-2025-04-14,fp_6e472412bd,2026-09-16T01:24:24.274893+00:00,2026-09-16T01:24:24.885628+00:00,0.611,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
28,222,C3,gpt,gpt-4.1-mini,17244100,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1377,300,no_numeric_mapping_exact_control,563,20,583,1,,[],chatcmpl-EOYg5KhN79LlAbV9kjuGEowHM96GI,gpt-4.1-mini-2025-04-14,fp_d3f60a4dbc,2026-09-16T01:24:40.961923+00:00,2026-09-16T01:24:41.988486+00:00,1.027,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
29,229,C3,gpt,gpt-4.1-mini,23347337,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1389,300,no_numeric_mapping_exact_control,582,20,602,1,,[],chatcmpl-EOYgEb9tC52kZKBqlhX07DGzRiY5e,gpt-4.1-mini-2025-04-14,fp_c1b49dfdf6,2026-09-16T01:24:49.966672+00:00,2026-09-16T01:24:50.535814+00:00,0.569,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
30,234,C3,gpt,gpt-4.1-mini,24098953,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1016,300,no_numeric_mapping_exact_control,513,20,533,1,,[],chatcmpl-EOYgJpT1v6D9yAzKYVATWwTKgi6GS,gpt-4.1-mini-2025-04-14,fp_9ab5ecfee8,2026-09-16T01:24:54.998232+00:00,2026-09-16T01:24:55.786682+00:00,0.788,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
31,241,C3,gpt,gpt-4.1-mini,25274085,REFUTED,SUPPORTED,0.2,COMMIT,full,clean,0,full,1572,300,no_numeric_mapping_exact_control,630,20,650,1,,[],chatcmpl-EOYgSCtPze7nKIJlWmxcmB1jvTZj7,gpt-4.1-mini-2025-04-14,fp_46b5f3c708,2026-09-16T01:25:03.279734+00:00,2026-09-16T01:25:04.004844+00:00,0.725,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
32,254,C3,gpt,gpt-4.1-mini,12913878,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,829,300,no_numeric_mapping_exact_control,488,20,508,1,,[],chatcmpl-EOYggI77NR1rOIV90Ulmp0u7et3w9,gpt-4.1-mini-2025-04-14,fp_77a162052f,2026-09-16T01:25:17.817401+00:00,2026-09-16T01:25:18.544440+00:00,0.727,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
33,261,C3,gpt,gpt-4.1-mini,16097998,SUPPORTED,INCONCLUSIVE,0.3,SEEK_EVIDENCE,full,clean,0,full,1155,300,no_numeric_mapping_exact_control,499,23,522,1,,[],chatcmpl-EOYgpDHvXuscwZqN89TLiTAqQ4df7,gpt-4.1-mini-2025-04-14,fp_bae8db394c,2026-09-16T01:25:26.635250+00:00,2026-09-16T01:25:27.205572+00:00,0.57,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.3
ACTION: SEEK_EVIDENCE",67
34,266,C3,gpt,gpt-4.1-mini,10593212,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,full,1142,300,no_numeric_mapping_exact_control,493,21,514,1,,[],chatcmpl-EOYgvZgkq9H1P7sm7uHoxLmnK1BiE,gpt-4.1-mini-2025-04-14,fp_be4674642a,2026-09-16T01:25:32.572915+00:00,2026-09-16T01:25:33.394815+00:00,0.822,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
35,273,C3,gpt,gpt-4.1-mini,22012962,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1416,300,no_numeric_mapping_exact_control,587,20,607,1,,[],chatcmpl-EOYh5i2EioPlonBMjtr3GBGZ4xSyG,gpt-4.1-mini-2025-04-14,fp_376003153f,2026-09-16T01:25:42.918060+00:00,2026-09-16T01:25:43.467133+00:00,0.549,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
36,286,C3,gpt,gpt-4.1-mini,8910148,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1585,300,no_numeric_mapping_exact_control,646,20,666,1,,[],chatcmpl-EOYhKZ0P2gXMhpITYP11XCy7efPpN,gpt-4.1-mini-2025-04-14,fp_8c3b082e4e,2026-09-16T01:25:57.871747+00:00,2026-09-16T01:25:58.526584+00:00,0.655,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
37,293,C3,gpt,gpt-4.1-mini,20337874,REFUTED,INCONCLUSIVE,0.3,SEEK_EVIDENCE,full,clean,0,full,1158,300,no_numeric_mapping_exact_control,531,23,554,1,,[],chatcmpl-EOYhSDNScTa7HoRjIol7BJAT3sZlI,gpt-4.1-mini-2025-04-14,fp_e8e59f8bfb,2026-09-16T01:26:05.775316+00:00,2026-09-16T01:26:06.681786+00:00,0.906,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.3
ACTION: SEEK_EVIDENCE",67
38,298,C3,gpt,gpt-4.1-mini,15052394,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,full,1515,300,no_numeric_mapping_exact_control,565,21,586,1,,[],chatcmpl-EOYhaU7qNb12ihunEuCnFhEwTcyga,gpt-4.1-mini-2025-04-14,fp_46b5f3c708,2026-09-16T01:26:13.738934+00:00,2026-09-16T01:26:14.351016+00:00,0.612,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
39,305,C3,gpt,gpt-4.1-mini,18439500,REFUTED,SUPPORTED,0.1,COMMIT,full,clean,0,full,2239,300,no_numeric_mapping_exact_control,829,20,849,1,,[],chatcmpl-EOYhjdllHKukv9lV0huwxXE0ZgwZ0,gpt-4.1-mini-2025-04-14,fp_bae8db394c,2026-09-16T01:26:22.241116+00:00,2026-09-16T01:26:23.158934+00:00,0.918,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
40,318,C3,gpt,gpt-4.1-mini,27491658,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,502,300,no_numeric_mapping_exact_control,376,20,396,1,,[],chatcmpl-EOYhxsfSy2Fh7qobEHBJWolgEb0yq,gpt-4.1-mini-2025-04-14,fp_c9c2c1ebf2,2026-09-16T01:26:36.783871+00:00,2026-09-16T01:26:37.396948+00:00,0.613,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
41,325,C3,gpt,gpt-4.1-mini,16962519,REFUTED,SUPPORTED,0.1,COMMIT,full,clean,0,full,1254,300,no_numeric_mapping_exact_control,600,20,620,1,,[],chatcmpl-EOYi5DvQYiRyyMbp8lh18410121lT,gpt-4.1-mini-2025-04-14,fp_477f138a18,2026-09-16T01:26:44.157129+00:00,2026-09-16T01:26:44.763849+00:00,0.607,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
42,330,C3,gpt,gpt-4.1-mini,9199905,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1132,300,no_numeric_mapping_exact_control,593,20,613,1,,[],chatcmpl-EOYiAzCCg5p6VMt5Z3Cy3YyO7H4Kk,gpt-4.1-mini-2025-04-14,fp_9462904437,2026-09-16T01:26:49.168246+00:00,2026-09-16T01:26:49.726721+00:00,0.559,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
43,337,C3,gpt,gpt-4.1-mini,14745753,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,929,300,no_numeric_mapping_exact_control,483,20,503,1,,[],chatcmpl-EOYiIHPZD4DBs18lOW2JpWrDP1QeT,gpt-4.1-mini-2025-04-14,fp_85b431086d,2026-09-16T01:26:57.672973+00:00,2026-09-16T01:26:58.283164+00:00,0.61,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
44,350,C3,gpt,gpt-4.1-mini,23506394,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1377,300,no_numeric_mapping_exact_control,563,20,583,1,,[],chatcmpl-EOYiXkZeCgA9QbiCPQ3mN7iDkcI7Z,gpt-4.1-mini-2025-04-14,fp_276fc628c7,2026-09-16T01:27:12.422365+00:00,2026-09-16T01:27:13.235673+00:00,0.813,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
45,357,C3,gpt,gpt-4.1-mini,20064872,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1395,300,no_numeric_mapping_exact_control,722,20,742,1,,[],chatcmpl-EOYifzwJqwNz9VUP5NjS2b44S2r7c,gpt-4.1-mini-2025-04-14,fp_49a808c39e,2026-09-16T01:27:20.915830+00:00,2026-09-16T01:27:21.530576+00:00,0.615,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
46,362,C3,gpt,gpt-4.1-mini,22683044,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1418,300,no_numeric_mapping_exact_control,615,20,635,1,,[],chatcmpl-EOYikOswiK6o2loLgu3MkEdhhdYuY,gpt-4.1-mini-2025-04-14,fp_91f6cdc319,2026-09-16T01:27:25.895582+00:00,2026-09-16T01:27:26.953704+00:00,1.058,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
47,369,C3,gpt,gpt-4.1-mini,23870157,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1571,300,no_numeric_mapping_exact_control,585,20,605,1,,[],chatcmpl-EOYiugpB0jZYmPeLPhPQUXv34silz,gpt-4.1-mini-2025-04-14,fp_85b431086d,2026-09-16T01:27:35.252005+00:00,2026-09-16T01:27:35.864414+00:00,0.612,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
48,382,C3,gpt,gpt-4.1-mini,20401819,SUPPORTED,INCONCLUSIVE,0.3,ABSTAIN,full,clean,0,full,944,300,no_numeric_mapping_exact_control,459,22,481,1,,[],chatcmpl-EOYj9fgtueolf4S3tHVBmyW5lidyP,gpt-4.1-mini-2025-04-14,fp_0f45d14ea7,2026-09-16T01:27:49.998062+00:00,2026-09-16T01:27:50.747279+00:00,0.749,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.3
ACTION: ABSTAIN",61
49,389,C3,gpt,gpt-4.1-mini,22117569,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1373,300,no_numeric_mapping_exact_control,507,20,527,1,,[],chatcmpl-EOYjIKtm9Tko9mDTy7OTjl5p1p2OF,gpt-4.1-mini-2025-04-14,fp_3ad92fda13,2026-09-16T01:28:00.036896+00:00,2026-09-16T01:28:00.951791+00:00,0.915,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
50,394,C3,gpt,gpt-4.1-mini,10811329,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1230,300,no_numeric_mapping_exact_control,592,20,612,1,,[],chatcmpl-EOYjOoj3IwThSJLfMVwtVfO39uyYa,gpt-4.1-mini-2025-04-14,fp_29ccb580a1,2026-09-16T01:28:05.871629+00:00,2026-09-16T01:28:06.585268+00:00,0.714,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
51,401,C3,gpt,gpt-4.1-mini,23224030,SUPPORTED,REFUTED,0.1,COMMIT,full,clean,0,full,1482,300,no_numeric_mapping_exact_control,628,21,649,1,,[],chatcmpl-EOYjXEBVT40D4uefApk4m6IbiynTE,gpt-4.1-mini-2025-04-14,fp_e8e59f8bfb,2026-09-16T01:28:14.983954+00:00,2026-09-16T01:28:15.696938+00:00,0.713,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
52,414,C3,gpt,gpt-4.1-mini,24318956,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1255,300,no_numeric_mapping_exact_control,571,20,591,1,,[],chatcmpl-EOYjnJnOIXtfZ0JqHf1aZdVYBpILR,gpt-4.1-mini-2025-04-14,fp_be4674642a,2026-09-16T01:28:30.041917+00:00,2026-09-16T01:28:31.057072+00:00,1.015,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
53,421,C3,gpt,gpt-4.1-mini,24014276,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1621,300,no_numeric_mapping_exact_control,644,20,664,1,,[],chatcmpl-EOYk1aKzVFuegvZk42yaHmm02KNpz,gpt-4.1-mini-2025-04-14,fp_eb78327c64,2026-09-16T01:28:44.169595+00:00,2026-09-16T01:28:45.297526+00:00,1.128,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
54,426,C3,gpt,gpt-4.1-mini,26561905,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1302,300,no_numeric_mapping_exact_control,538,20,558,1,,[],chatcmpl-EOYk6TLfzZ5vI4DEcUcbMNhflSvaW,gpt-4.1-mini-2025-04-14,fp_bae8db394c,2026-09-16T01:28:49.704261+00:00,2026-09-16T01:28:50.414197+00:00,0.71,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
55,433,C3,gpt,gpt-4.1-mini,23806388,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1513,300,no_numeric_mapping_exact_control,614,20,634,1,,[],chatcmpl-EOYkETCKbHckAUt6QhhAWqsctUx5m,gpt-4.1-mini-2025-04-14,fp_27270670a9,2026-09-16T01:28:57.996189+00:00,2026-09-16T01:28:58.707549+00:00,0.711,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
