row_order,schedule_index,condition,model_key,model,pubmed_id,gold_label,decision,error_prob,action,parse_status,parse_notes,is_correct,evidence_policy,evidence_chars,max_tokens,threshold_rule,prompt_tokens,completion_tokens,total_tokens,api_attempts,api_error,retry_events_json,response_id,response_model,system_fingerprint,request_started_utc,request_finished_utc,latency_seconds,raw_response,raw_length
11,80,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,23453079,SUPPORTED,REFUTED,0.2,COMMIT,full,clean,0,full,1430,300,no_numeric_mapping_exact_control,595,21,616,1,,[],p1SuX1b-4YNCb4-a3bc0e776c74c6cd,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:21:47.710141+00:00,2026-09-16T01:21:48.620864+00:00,0.911,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
12,95,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,14518645,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,891,300,no_numeric_mapping_exact_control,508,20,528,1,,[],p1Suc7Y-4YNCb4-a3bc0ee2cbb2a837,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:22:04.912261+00:00,2026-09-16T01:22:10.024183+00:00,5.112,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
13,100,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,21084567,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1105,300,no_numeric_mapping_exact_control,539,20,559,1,,[],p1Suf4v-4YNCb4-a3bc0f20ddecc521,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:22:14.840139+00:00,2026-09-16T01:22:15.655259+00:00,0.815,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
14,107,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,11601252,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1018,300,no_numeric_mapping_exact_control,534,20,554,1,,[],p1Suhaf-fdNmn-a3bc0f556aa8db3d,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:22:23.237847+00:00,2026-09-16T01:22:24.257736+00:00,1.02,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
15,112,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,20577124,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1561,300,no_numeric_mapping_exact_control,657,20,677,1,,[],p1SujDL-4YNCb4-a3bc0f77feb7a28c,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:22:28.769040+00:00,2026-09-16T01:22:29.688437+00:00,0.919,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
16,127,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,16647887,REFUTED,REFUTED,0.05,COMMIT,full,clean,1,full,932,300,no_numeric_mapping_exact_control,500,21,521,1,,[],p1SupQr-4YNCb4-a3bc0fe559d40d24,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:22:46.273343+00:00,2026-09-16T01:22:47.602730+00:00,1.329,"DECISION: REFUTED
ERROR_PROBABILITY: 0.05
ACTION: COMMIT",56
17,132,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,24019262,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1508,300,no_numeric_mapping_exact_control,637,20,657,1,,[],p1SurHL-4YNCb4-a3bc100cab69a2bd,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:22:52.520106+00:00,2026-09-16T01:22:53.541900+00:00,1.022,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
18,139,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,18670651,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1276,300,no_numeric_mapping_exact_control,628,20,648,1,,[],p1SutmH-4YNCb4-a3bc1040da8ef429,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:23:00.810424+00:00,2026-09-16T01:23:02.246315+00:00,1.436,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
19,144,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,15137012,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,full,1085,300,no_numeric_mapping_exact_control,559,21,580,1,,[],p1SuvkC-4YNCb4-a3bc106a7f6288df,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:23:07.575609+00:00,2026-09-16T01:23:09.110232+00:00,1.535,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
20,159,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,11380492,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,2400,300,no_numeric_mapping_exact_control,819,20,839,1,,[],p1Sv27M-4YNCb4-a3bc10db29b0a293,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:23:25.578587+00:00,2026-09-16T01:23:26.793449+00:00,1.215,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
21,164,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,17274051,REFUTED,INCONCLUSIVE,0.4,SEEK_EVIDENCE,full,clean,0,full,1364,300,no_numeric_mapping_exact_control,664,24,688,1,,[],p1Sv42m-4YNCb4-a3bc1103a89ca2a2,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:23:32.040423+00:00,2026-09-16T01:23:32.867064+00:00,0.827,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.4
ACTION: SEEK_EVIDENCE",67
22,171,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,12846929,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1372,300,no_numeric_mapping_exact_control,589,20,609,1,,[],p1Sv6Xf-fdNmn-a3bc1137fab6a269,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:23:40.449479+00:00,2026-09-16T01:23:41.879130+00:00,1.43,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
23,176,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,18948835,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1184,300,no_numeric_mapping_exact_control,576,20,596,1,,[],p1Sv8GZ-fdNmn-a3bc115c6e5fc03e,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:23:46.283039+00:00,2026-09-16T01:23:47.049970+00:00,0.767,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
24,191,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,23052500,REFUTED,REFUTED,0.2,SEEK_EVIDENCE,full,clean,1,full,1480,300,no_numeric_mapping_exact_control,665,24,689,1,,[],p1SvDSx-4YNCb4-a3bc11c97af531ac,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:24:03.752152+00:00,2026-09-16T01:24:04.611117+00:00,0.859,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: SEEK_EVIDENCE",62
25,196,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,25488308,REFUTED,SUPPORTED,0.1,COMMIT,full,clean,0,full,1794,300,no_numeric_mapping_exact_control,701,20,721,1,,[],p1SvFDc-fdNmn-a3bc11eeae5118fe,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:24:09.654302+00:00,2026-09-16T01:24:10.448016+00:00,0.794,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
26,203,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,24946973,INCONCLUSIVE,REFUTED,0.2,COMMIT,full,clean,0,full,1290,300,no_numeric_mapping_exact_control,631,21,652,1,,[],p1SvHaB-fdNmn-a3bc122018a85e1b,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:24:17.571492+00:00,2026-09-16T01:24:18.433107+00:00,0.862,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
27,208,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,27456836,SUPPORTED,SUPPORTED,0.05,COMMIT,full,clean,1,full,1530,300,no_numeric_mapping_exact_control,706,20,726,1,,[],p1SvKEf-fdNmn-a3bc124318557499,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:24:23.149205+00:00,2026-09-16T01:24:23.963956+00:00,0.815,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.05
ACTION: COMMIT",58
28,223,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,17244100,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1377,300,no_numeric_mapping_exact_control,587,20,607,1,,[],p1SvQvc-fdNmn-a3bc12baad1be09b,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:24:42.303832+00:00,2026-09-16T01:24:43.215455+00:00,0.912,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
29,228,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,23347337,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1389,300,no_numeric_mapping_exact_control,612,20,632,1,,[],p1SvSef-4YNCb4-a3bc12df3bc3a257,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:24:48.131378+00:00,2026-09-16T01:24:49.647945+00:00,1.517,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
30,235,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,24098953,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1016,300,no_numeric_mapping_exact_control,540,20,560,1,,[],p1SvV2E-fdNmn-a3bc1310df788ea6,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:24:56.093150+00:00,2026-09-16T01:24:56.979976+00:00,0.887,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
31,240,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,25274085,REFUTED,SUPPORTED,0.2,COMMIT,full,clean,0,full,1572,300,no_numeric_mapping_exact_control,658,20,678,1,,[],p1SvWoB-fdNmn-a3bc13361bdf28bf,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:25:02.062320+00:00,2026-09-16T01:25:02.969932+00:00,0.908,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
32,255,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,12913878,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,829,300,no_numeric_mapping_exact_control,526,20,546,1,,[],p1SvbnB-4YNCb4-a3bc139f2b7fdb3d,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:25:18.855684+00:00,2026-09-16T01:25:20.185121+00:00,1.329,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
33,260,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,16097998,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1155,300,no_numeric_mapping_exact_control,526,20,546,1,,[],p1Svda5-4YNCb4-a3bc13c4d816e407,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:25:24.875717+00:00,2026-09-16T01:25:26.325985+00:00,1.45,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
34,267,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,10593212,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,full,1142,300,no_numeric_mapping_exact_control,516,21,537,1,,[],p1SvgBj-4YNCb4-a3bc13fbba7d92ef,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:25:33.704083+00:00,2026-09-16T01:25:35.133431+00:00,1.429,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
35,272,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,22012962,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1416,300,no_numeric_mapping_exact_control,611,20,631,1,,[],p1SviY4-fdNmn-a3bc142cfa57a288,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:25:41.588399+00:00,2026-09-16T01:25:42.607395+00:00,1.019,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
36,287,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,8910148,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1585,300,no_numeric_mapping_exact_control,686,20,706,1,,[],p1Svoga-4YNCb4-a3bc14995f8fa273,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:25:58.840362+00:00,2026-09-16T01:25:59.914082+00:00,1.074,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
37,292,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,20337874,REFUTED,SUPPORTED,0.2,COMMIT,full,clean,0,full,1158,300,no_numeric_mapping_exact_control,557,20,577,1,,[],p1SvqMk-4YNCb4-a3bc14bca80bf429,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:26:04.529069+00:00,2026-09-16T01:26:05.464584+00:00,0.936,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
38,299,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,15052394,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,full,1515,300,no_numeric_mapping_exact_control,587,21,608,1,,[],p1SvtMz-fdNmn-a3bc14fb9fae5895,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:26:14.658524+00:00,2026-09-16T01:26:15.480324+00:00,0.822,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
39,304,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,18439500,REFUTED,SUPPORTED,0.1,COMMIT,full,clean,0,full,2239,300,no_numeric_mapping_exact_control,858,20,878,1,,[],p1Svv9L-4YNCb4-a3bc15211d95aa1d,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:26:20.601520+00:00,2026-09-16T01:26:21.931183+00:00,1.33,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
40,319,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,27491658,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,502,300,no_numeric_mapping_exact_control,407,20,427,1,,[],p1Sw1CS-4YNCb4-a3bc158b8e91f867,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:26:37.708405+00:00,2026-09-16T01:26:38.518394+00:00,0.81,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
41,324,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,16962519,REFUTED,REFUTED,0.2,SEEK_EVIDENCE,full,clean,1,full,1254,300,no_numeric_mapping_exact_control,632,24,656,1,,[],p1Sw2oW-4YNCb4-a3bc15ad4db37499,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:26:43.029810+00:00,2026-09-16T01:26:43.843084+00:00,0.813,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: SEEK_EVIDENCE",62
42,331,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,9199905,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1132,300,no_numeric_mapping_exact_control,628,20,648,1,,[],p1Sw4t8-4YNCb4-a3bc15d8ec2e97bf,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:26:50.038209+00:00,2026-09-16T01:26:51.305238+00:00,1.267,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
43,336,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,14745753,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,929,300,no_numeric_mapping_exact_control,508,20,528,1,,[],p1Sw6hY-4YNCb4-a3bc15ff3ba40d24,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:26:56.140704+00:00,2026-09-16T01:26:57.360266+00:00,1.22,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
44,351,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,23506394,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1377,300,no_numeric_mapping_exact_control,583,20,603,1,,[],p1SwBsg-fdNmn-a3bc166bcc980682,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:27:13.547560+00:00,2026-09-16T01:27:14.870696+00:00,1.323,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
45,356,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,20064872,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1395,300,no_numeric_mapping_exact_control,748,20,768,1,,[],p1SwDdW-4YNCb4-a3bc1690eb392544,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:27:19.482209+00:00,2026-09-16T01:27:20.606384+00:00,1.124,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
46,363,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,22683044,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1418,300,no_numeric_mapping_exact_control,641,20,661,1,,[],p1SwFxa-fdNmn-a3bc16c19b4c0d24,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:27:27.259315+00:00,2026-09-16T01:27:28.390565+00:00,1.131,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
47,368,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,23870157,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1571,300,no_numeric_mapping_exact_control,615,20,635,1,,[],p1SwHod-4YNCb4-a3bc16e8ab8b2f84,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:27:33.508807+00:00,2026-09-16T01:27:34.940941+00:00,1.432,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
48,383,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,20401819,SUPPORTED,INCONCLUSIVE,0.6,SEEK_EVIDENCE,full,clean,0,full,944,300,no_numeric_mapping_exact_control,483,24,507,1,,[],p1SwP1z-4YNCb4-a3bc17565ab72544,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:27:51.055631+00:00,2026-09-16T01:27:51.839732+00:00,0.784,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.6
ACTION: SEEK_EVIDENCE",67
49,388,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,22117569,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1373,300,no_numeric_mapping_exact_control,530,20,550,1,,[],p1SwQsZ-fdNmn-a3bc177d1c8d5b05,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:27:57.270996+00:00,2026-09-16T01:27:59.726171+00:00,2.455,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
50,395,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,10811329,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1230,300,no_numeric_mapping_exact_control,629,20,649,1,,[],p1SwTkm-4YNCb4-a3bc17b97e0788df,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:28:06.896672+00:00,2026-09-16T01:28:07.787067+00:00,0.89,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
51,400,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,23224030,SUPPORTED,REFUTED,0.2,SEEK_EVIDENCE,full,clean,0,full,1482,300,no_numeric_mapping_exact_control,652,24,676,1,,[],p1SwVkA-4YNCb4-a3bc17e3aae85933,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:28:13.656106+00:00,2026-09-16T01:28:14.673604+00:00,1.018,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: SEEK_EVIDENCE",62
52,415,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,24318956,SUPPORTED,REFUTED,0.2,COMMIT,full,clean,0,full,1255,300,no_numeric_mapping_exact_control,604,21,625,1,,[],p1Swb3B-4YNCb4-a3bc1852ff970682,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:28:31.363288+00:00,2026-09-16T01:28:36.999026+00:00,5.636,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
53,420,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,24014276,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1621,300,no_numeric_mapping_exact_control,669,20,689,1,,[],p1SweT1-fdNmn-a3bc189a899b2bc8,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:28:42.937231+00:00,2026-09-16T01:28:43.856616+00:00,0.919,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
54,427,C3,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,26561905,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1302,300,no_numeric_mapping_exact_control,567,20,587,1,,[],p1Swgob-fdNmn-a3bc18cc0d4cef5d,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:28:50.722663+00:00,2026-09-16T01:28:51.846797+00:00,1.124,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
