row_order,schedule_index,condition,model_key,model,pubmed_id,gold_label,decision,error_prob,action,parse_status,parse_notes,is_correct,evidence_policy,evidence_chars,max_tokens,threshold_rule,prompt_tokens,completion_tokens,total_tokens,api_attempts,api_error,retry_events_json,response_id,response_model,system_fingerprint,request_started_utc,request_finished_utc,latency_seconds,raw_response,raw_length
11,87,C2,gpt,gpt-4.1-mini,23453079,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1430,300,explicit_numeric,593,20,613,1,,[],chatcmpl-EOYdQ0SFmeOWLiviDuSuR86MN6VJh,gpt-4.1-mini-2025-04-14,fp_8c3b082e4e,2026-09-16T01:21:55.901831+00:00,2026-09-16T01:21:56.505866+00:00,0.604,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
12,92,C2,gpt,gpt-4.1-mini,14518645,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,891,300,explicit_numeric,512,20,532,1,,[],chatcmpl-EOYdWVMubusXXhlT9GFnU2Ne7oFaZ,gpt-4.1-mini-2025-04-14,fp_dc9dc22150,2026-09-16T01:22:01.497667+00:00,2026-09-16T01:22:02.239485+00:00,0.742,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
13,99,C2,gpt,gpt-4.1-mini,21084567,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1105,300,explicit_numeric,542,20,562,1,,[],chatcmpl-EOYdiebP8J7WtWGgNiuat090DDZmh,gpt-4.1-mini-2025-04-14,fp_7681b9e269,2026-09-16T01:22:13.694365+00:00,2026-09-16T01:22:14.536893+00:00,0.843,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
14,104,C2,gpt,gpt-4.1-mini,11601252,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1018,300,explicit_numeric,541,20,561,1,,[],chatcmpl-EOYdo5MI3tKDowiikwAIfzB7brmY8,gpt-4.1-mini-2025-04-14,fp_77a162052f,2026-09-16T01:22:20.063236+00:00,2026-09-16T01:22:20.746794+00:00,0.684,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
15,119,C2,gpt,gpt-4.1-mini,20577124,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1561,300,explicit_numeric,646,20,666,1,,[],chatcmpl-EOYe5FcpXNpvAtITJZJCSwaSMe1Sn,gpt-4.1-mini-2025-04-14,fp_2d64b11188,2026-09-16T01:22:36.752824+00:00,2026-09-16T01:22:37.466619+00:00,0.714,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
16,124,C2,gpt,gpt-4.1-mini,16647887,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,full,932,300,explicit_numeric,495,21,516,1,,[],chatcmpl-EOYeB37SbHvYKHd8KhempDws2D5Tx,gpt-4.1-mini-2025-04-14,fp_dc9dc22150,2026-09-16T01:22:42.483489+00:00,2026-09-16T01:22:43.496465+00:00,1.013,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
17,131,C2,gpt,gpt-4.1-mini,24019262,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1508,300,explicit_numeric,639,20,659,1,,[],chatcmpl-EOYeKuVvBbxKZatVzbevAdicuqk60,gpt-4.1-mini-2025-04-14,fp_9462904437,2026-09-16T01:22:51.629776+00:00,2026-09-16T01:22:52.212627+00:00,0.583,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
18,136,C2,gpt,gpt-4.1-mini,18670651,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1276,300,explicit_numeric,631,20,651,1,,[],chatcmpl-EOYeQ9tbMIcFuKKVAl8AoqsS4Ho52,gpt-4.1-mini-2025-04-14,fp_9ab5ecfee8,2026-09-16T01:22:57.432555+00:00,2026-09-16T01:22:58.151095+00:00,0.719,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
19,151,C2,gpt,gpt-4.1-mini,15137012,REFUTED,SUPPORTED,0.1,COMMIT,full,clean,0,full,1085,300,explicit_numeric,559,20,579,1,,[],chatcmpl-EOYejGBSUoM680q5q66k4w1DHntzf,gpt-4.1-mini-2025-04-14,fp_9ab5ecfee8,2026-09-16T01:23:16.487096+00:00,2026-09-16T01:23:17.128515+00:00,0.641,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
20,156,C2,gpt,gpt-4.1-mini,11380492,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,2400,300,explicit_numeric,805,20,825,1,,[],chatcmpl-EOYepxe6ooVExFwe5yPe6Sxwrf3Lx,gpt-4.1-mini-2025-04-14,fp_9ab5ecfee8,2026-09-16T01:23:22.218668+00:00,2026-09-16T01:23:22.933221+00:00,0.715,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
21,163,C2,gpt,gpt-4.1-mini,17274051,REFUTED,INCONCLUSIVE,0.25,COMMIT,full,clean,0,full,1364,300,explicit_numeric,666,21,687,1,,[],chatcmpl-EOYeyuiD06mXQqePuLm0lWe8k38ii,gpt-4.1-mini-2025-04-14,fp_7725bead7d,2026-09-16T01:23:31.130541+00:00,2026-09-16T01:23:31.734157+00:00,0.604,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.25
ACTION: COMMIT",61
22,168,C2,gpt,gpt-4.1-mini,12846929,SUPPORTED,SUPPORTED,0.15,COMMIT,full,clean,1,full,1372,300,explicit_numeric,593,20,613,1,,[],chatcmpl-EOYf4yoN4w27Hm3R3EVsCeRf8r1ZA,gpt-4.1-mini-2025-04-14,fp_46b5f3c708,2026-09-16T01:23:37.374634+00:00,2026-09-16T01:23:37.987247+00:00,0.613,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.15
ACTION: COMMIT",58
23,183,C2,gpt,gpt-4.1-mini,18948835,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1184,300,explicit_numeric,568,20,588,1,,[],chatcmpl-EOYfLNwSqMGTkhzVuutat9AnUhlYd,gpt-4.1-mini-2025-04-14,fp_03a696da6b,2026-09-16T01:23:54.579788+00:00,2026-09-16T01:23:55.394870+00:00,0.815,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
24,188,C2,gpt,gpt-4.1-mini,23052500,REFUTED,SUPPORTED,0.1,COMMIT,full,clean,0,full,1480,300,explicit_numeric,662,20,682,1,,[],chatcmpl-EOYfROjYOIfD0BnJSlOtlYAWkKkyC,gpt-4.1-mini-2025-04-14,fp_27fa8c7d29,2026-09-16T01:24:00.525013+00:00,2026-09-16T01:24:01.234717+00:00,0.71,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
25,195,C2,gpt,gpt-4.1-mini,25488308,REFUTED,SUPPORTED,0.1,COMMIT,full,clean,0,full,1794,300,explicit_numeric,698,20,718,1,,[],chatcmpl-EOYfZVnIHUKrmsygIEkP6lBTSs5I2,gpt-4.1-mini-2025-04-14,fp_27fa8c7d29,2026-09-16T01:24:08.612242+00:00,2026-09-16T01:24:09.348626+00:00,0.736,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
26,200,C2,gpt,gpt-4.1-mini,24946973,INCONCLUSIVE,REFUTED,0.1,COMMIT,full,clean,0,full,1290,300,explicit_numeric,634,21,655,1,,[],chatcmpl-EOYfe7OtwhlFyo0Y1VMuMsvZrfwzv,gpt-4.1-mini-2025-04-14,fp_d947bed196,2026-09-16T01:24:13.729199+00:00,2026-09-16T01:24:14.649979+00:00,0.921,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
27,215,C2,gpt,gpt-4.1-mini,27456836,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1530,300,explicit_numeric,704,20,724,1,,[],chatcmpl-EOYfx7JuIv2R8X3WrMSaImlQ9w1Xp,gpt-4.1-mini-2025-04-14,fp_6e472412bd,2026-09-16T01:24:32.777346+00:00,2026-09-16T01:24:33.384575+00:00,0.607,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
28,220,C2,gpt,gpt-4.1-mini,17244100,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1377,300,explicit_numeric,591,20,611,1,,[],chatcmpl-EOYg3RELBZyBZsubsjXd1N5CEcSby,gpt-4.1-mini-2025-04-14,fp_d3f60a4dbc,2026-09-16T01:24:38.612561+00:00,2026-09-16T01:24:39.529189+00:00,0.917,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
29,227,C2,gpt,gpt-4.1-mini,23347337,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1389,300,explicit_numeric,610,20,630,1,,[],chatcmpl-EOYgCjBgxVn3j9MTGrEciMvYCFxYx,gpt-4.1-mini-2025-04-14,fp_c1b49dfdf6,2026-09-16T01:24:47.217415+00:00,2026-09-16T01:24:47.822857+00:00,0.605,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
30,232,C2,gpt,gpt-4.1-mini,24098953,SUPPORTED,SUPPORTED,0.15,COMMIT,full,clean,1,full,1016,300,explicit_numeric,541,20,561,1,,[],chatcmpl-EOYgHXUpFGjSPGLTBQUurwlUaJvp5,gpt-4.1-mini-2025-04-14,fp_9ab5ecfee8,2026-09-16T01:24:52.843285+00:00,2026-09-16T01:24:53.619818+00:00,0.777,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.15
ACTION: COMMIT",58
31,247,C2,gpt,gpt-4.1-mini,25274085,REFUTED,SUPPORTED,0.15,COMMIT,full,clean,0,full,1572,300,explicit_numeric,658,20,678,1,,[],chatcmpl-EOYgYuzcajqTgTLN62XjLrmIrwMxl,gpt-4.1-mini-2025-04-14,fp_46b5f3c708,2026-09-16T01:25:09.949251+00:00,2026-09-16T01:25:10.555932+00:00,0.607,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.15
ACTION: COMMIT",58
32,252,C2,gpt,gpt-4.1-mini,12913878,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,829,300,explicit_numeric,516,20,536,1,,[],chatcmpl-EOYge5H2RuIyVCdAO3OmlR4wNvmeA,gpt-4.1-mini-2025-04-14,fp_77a162052f,2026-09-16T01:25:15.273512+00:00,2026-09-16T01:25:15.825923+00:00,0.552,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
33,259,C2,gpt,gpt-4.1-mini,16097998,SUPPORTED,INCONCLUSIVE,0.35,ABSTAIN,full,clean,0,full,1155,300,explicit_numeric,527,22,549,1,,[],chatcmpl-EOYgmJYKKObDpGR6xoCcWfhYB2pjW,gpt-4.1-mini-2025-04-14,fp_bae8db394c,2026-09-16T01:25:24.065170+00:00,2026-09-16T01:25:24.561529+00:00,0.496,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.35
ACTION: ABSTAIN",62
34,264,C2,gpt,gpt-4.1-mini,10593212,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,full,1142,300,explicit_numeric,521,21,542,1,,[],chatcmpl-EOYgt8wA6XJiTLW8MTvhQe29vTIp8,gpt-4.1-mini-2025-04-14,fp_be4674642a,2026-09-16T01:25:30.220943+00:00,2026-09-16T01:25:30.935481+00:00,0.715,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
35,279,C2,gpt,gpt-4.1-mini,22012962,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1416,300,explicit_numeric,615,20,635,1,,[],chatcmpl-EOYhCpUiVpj278I28fkUFLBFsVFFR,gpt-4.1-mini-2025-04-14,fp_376003153f,2026-09-16T01:25:49.883178+00:00,2026-09-16T01:25:50.539549+00:00,0.656,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
36,284,C2,gpt,gpt-4.1-mini,8910148,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1585,300,explicit_numeric,674,20,694,1,,[],chatcmpl-EOYhI9m1OTHtStQQSWECq0JJH42Tp,gpt-4.1-mini-2025-04-14,fp_8c3b082e4e,2026-09-16T01:25:55.922822+00:00,2026-09-16T01:25:56.434274+00:00,0.511,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
37,291,C2,gpt,gpt-4.1-mini,20337874,REFUTED,SUPPORTED,0.1,COMMIT,full,clean,0,full,1158,300,explicit_numeric,559,20,579,1,,[],chatcmpl-EOYhQDXLjpKeLbtuNTCBf2sFbdSW0,gpt-4.1-mini-2025-04-14,fp_e8e59f8bfb,2026-09-16T01:26:03.609610+00:00,2026-09-16T01:26:04.215368+00:00,0.606,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
38,296,C2,gpt,gpt-4.1-mini,15052394,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,full,1515,300,explicit_numeric,593,21,614,1,,[],chatcmpl-EOYhXHA2x8UHy1TEGPBUkGyUfKk05,gpt-4.1-mini-2025-04-14,fp_46b5f3c708,2026-09-16T01:26:09.236578+00:00,2026-09-16T01:26:11.691615+00:00,2.455,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
39,311,C2,gpt,gpt-4.1-mini,18439500,REFUTED,SUPPORTED,0.1,COMMIT,full,clean,0,full,2239,300,explicit_numeric,857,20,877,1,,[],chatcmpl-EOYhqeOmKeyoPFaZI721Y0NYwhhF0,gpt-4.1-mini-2025-04-14,fp_bae8db394c,2026-09-16T01:26:29.370814+00:00,2026-09-16T01:26:29.917777+00:00,0.547,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
40,316,C2,gpt,gpt-4.1-mini,27491658,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,502,300,explicit_numeric,404,20,424,1,,[],chatcmpl-EOYhvPkk54i1mlBXSmzs3AfucjlET,gpt-4.1-mini-2025-04-14,fp_c9c2c1ebf2,2026-09-16T01:26:34.320128+00:00,2026-09-16T01:26:34.934221+00:00,0.614,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
41,323,C2,gpt,gpt-4.1-mini,16962519,REFUTED,SUPPORTED,0.1,COMMIT,full,clean,0,full,1254,300,explicit_numeric,628,20,648,1,,[],chatcmpl-EOYi2QO2Gx1alcythUasXHaNrXvhJ,gpt-4.1-mini-2025-04-14,fp_477f138a18,2026-09-16T01:26:42.108061+00:00,2026-09-16T01:26:42.718559+00:00,0.611,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
42,328,C2,gpt,gpt-4.1-mini,9199905,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1132,300,explicit_numeric,621,20,641,1,,[],chatcmpl-EOYi8Kn0CKz1zcWaiR8FQQCS25Jx3,gpt-4.1-mini-2025-04-14,fp_9462904437,2026-09-16T01:26:47.227702+00:00,2026-09-16T01:26:47.787972+00:00,0.56,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
43,343,C2,gpt,gpt-4.1-mini,14745753,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,929,300,explicit_numeric,511,20,531,1,,[],chatcmpl-EOYiPRIcCv2v5m8nVt1Chz3PcNlaL,gpt-4.1-mini-2025-04-14,fp_85b431086d,2026-09-16T01:27:04.536794+00:00,2026-09-16T01:27:05.247223+00:00,0.71,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
44,348,C2,gpt,gpt-4.1-mini,23506394,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1377,300,explicit_numeric,591,20,611,1,,[],chatcmpl-EOYiVqdlq9dVaakkLlJEpkjLS3mj9,gpt-4.1-mini-2025-04-14,fp_276fc628c7,2026-09-16T01:27:10.481318+00:00,2026-09-16T01:27:11.081905+00:00,0.601,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
45,355,C2,gpt,gpt-4.1-mini,20064872,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1395,300,explicit_numeric,750,20,770,1,,[],chatcmpl-EOYidzbH0hK0jxHc1UQZqOsw1mJby,gpt-4.1-mini-2025-04-14,fp_49a808c39e,2026-09-16T01:27:18.562972+00:00,2026-09-16T01:27:19.172816+00:00,0.61,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
46,360,C2,gpt,gpt-4.1-mini,22683044,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1418,300,explicit_numeric,643,20,663,1,,[],chatcmpl-EOYii5jndCc1JsiCcZF67bxfkz5gJ,gpt-4.1-mini-2025-04-14,fp_91f6cdc319,2026-09-16T01:27:23.798913+00:00,2026-09-16T01:27:24.487878+00:00,0.689,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
47,375,C2,gpt,gpt-4.1-mini,23870157,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1571,300,explicit_numeric,613,20,633,1,,[],chatcmpl-EOYj1QnsuAovOPGc0NY6VOL7ixADz,gpt-4.1-mini-2025-04-14,fp_85b431086d,2026-09-16T01:27:42.531804+00:00,2026-09-16T01:27:43.134661+00:00,0.603,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
48,380,C2,gpt,gpt-4.1-mini,20401819,SUPPORTED,INCONCLUSIVE,0.25,COMMIT,full,clean,0,full,944,300,explicit_numeric,487,21,508,1,,[],chatcmpl-EOYj634YZ7PDuAKmxbnMAUeEBoRiW,gpt-4.1-mini-2025-04-14,fp_0f45d14ea7,2026-09-16T01:27:47.752484+00:00,2026-09-16T01:27:48.355357+00:00,0.603,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.25
ACTION: COMMIT",61
49,387,C2,gpt,gpt-4.1-mini,22117569,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1373,300,explicit_numeric,535,20,555,1,,[],chatcmpl-EOYjFZZkO9XzlecQhAUZBTxyTStbV,gpt-4.1-mini-2025-04-14,fp_3ad92fda13,2026-09-16T01:27:56.144315+00:00,2026-09-16T01:27:56.959107+00:00,0.815,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
50,392,C2,gpt,gpt-4.1-mini,10811329,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1230,300,explicit_numeric,620,20,640,1,,[],chatcmpl-EOYjMtYyDMeLSsNgQ6HcA0Tp9x6I4,gpt-4.1-mini-2025-04-14,fp_29ccb580a1,2026-09-16T01:28:03.723423+00:00,2026-09-16T01:28:04.324910+00:00,0.602,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
51,407,C2,gpt,gpt-4.1-mini,23224030,SUPPORTED,INCONCLUSIVE,0.25,COMMIT,full,clean,0,full,1482,300,explicit_numeric,656,21,677,1,,[],chatcmpl-EOYjf9lfFjA9MeIf6fjgKF4LG7VdH,gpt-4.1-mini-2025-04-14,fp_e8e59f8bfb,2026-09-16T01:28:22.354710+00:00,2026-09-16T01:28:23.071237+00:00,0.717,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.25
ACTION: COMMIT",61
52,412,C2,gpt,gpt-4.1-mini,24318956,SUPPORTED,SUPPORTED,0.25,COMMIT,full,clean,1,full,1255,300,explicit_numeric,599,20,619,1,,[],chatcmpl-EOYjkModRlWL77LqnGuD5YbcdekOf,gpt-4.1-mini-2025-04-14,fp_be4674642a,2026-09-16T01:28:27.812359+00:00,2026-09-16T01:28:28.505294+00:00,0.693,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.25
ACTION: COMMIT",58
53,419,C2,gpt,gpt-4.1-mini,24014276,SUPPORTED,SUPPORTED,0.15,COMMIT,full,clean,1,full,1621,300,explicit_numeric,672,20,692,1,,[],chatcmpl-EOYjy30UNxoljskqEr3oXorhilSyQ,gpt-4.1-mini-2025-04-14,fp_eb78327c64,2026-09-16T01:28:41.815770+00:00,2026-09-16T01:28:42.630773+00:00,0.815,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.15
ACTION: COMMIT",58
54,424,C2,gpt,gpt-4.1-mini,26561905,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1302,300,explicit_numeric,566,20,586,1,,[],chatcmpl-EOYk42DI1NNwFYqJnq5r55agorYyl,gpt-4.1-mini-2025-04-14,fp_bae8db394c,2026-09-16T01:28:47.680302+00:00,2026-09-16T01:28:48.260662+00:00,0.58,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
55,439,C2,gpt,gpt-4.1-mini,23806388,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1513,300,explicit_numeric,642,20,662,1,,[],chatcmpl-EOYkLJ9UvnfQlwtFsNDuN3ePxD5lE,gpt-4.1-mini-2025-04-14,fp_27270670a9,2026-09-16T01:29:04.335173+00:00,2026-09-16T01:29:05.262173+00:00,0.927,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
56,444,C2,gpt,gpt-4.1-mini,7482275,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,full,1365,300,explicit_numeric,582,21,603,1,,[],chatcmpl-EOYkRfVp4mcDMlwYalNiwrzW3Uk4V,gpt-4.1-mini-2025-04-14,fp_6e472412bd,2026-09-16T01:29:10.176961+00:00,2026-09-16T01:29:10.789595+00:00,0.613,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
57,451,C2,gpt,gpt-4.1-mini,23072266,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1447,300,explicit_numeric,710,20,730,1,,[],chatcmpl-EOYkY9kYeAb06J0TpdxpceHwuWPxs,gpt-4.1-mini-2025-04-14,fp_c9c2c1ebf2,2026-09-16T01:29:17.819098+00:00,2026-09-16T01:29:18.366039+00:00,0.547,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
