row_order,schedule_index,condition,model_key,model,pubmed_id,gold_label,decision,error_prob,action,parse_status,parse_notes,is_correct,evidence_policy,evidence_chars,max_tokens,threshold_rule,prompt_tokens,completion_tokens,total_tokens,api_attempts,api_error,retry_events_json,response_id,response_model,system_fingerprint,request_started_utc,request_finished_utc,latency_seconds,raw_response,raw_length
11,83,C0,gpt,gpt-4.1-mini,23453079,SUPPORTED,INCONCLUSIVE,0.25,COMMIT,full,clean,0,short,1200,80,explicit_numeric,553,21,574,1,,[],chatcmpl-EOYdM6eXuaeTlTeSQq96idKDMHwOG,gpt-4.1-mini-2025-04-14,fp_8c3b082e4e,2026-09-16T01:21:51.587842+00:00,2026-09-16T01:21:52.204747+00:00,0.617,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.25
ACTION: COMMIT",61
12,88,C0,gpt,gpt-4.1-mini,14518645,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,891,80,explicit_numeric,512,20,532,1,,[],chatcmpl-EOYdRLsta8b2FxgLLremRmI9GHJ6g,gpt-4.1-mini-2025-04-14,fp_dc9dc22150,2026-09-16T01:21:56.811295+00:00,2026-09-16T01:21:57.838903+00:00,1.028,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
13,103,C0,gpt,gpt-4.1-mini,21084567,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1105,80,explicit_numeric,542,20,562,1,,[],chatcmpl-EOYdnr9c0nOOR0vpZIOzVtUqeTZiX,gpt-4.1-mini-2025-04-14,fp_7681b9e269,2026-09-16T01:22:19.036128+00:00,2026-09-16T01:22:19.752672+00:00,0.717,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
14,108,C0,gpt,gpt-4.1-mini,11601252,SUPPORTED,SUPPORTED,0.15,COMMIT,full,clean,1,short,1018,80,explicit_numeric,541,20,561,1,,[],chatcmpl-EOYdtKvsGp0FJOAJWsPFgVgM1MpCL,gpt-4.1-mini-2025-04-14,fp_77a162052f,2026-09-16T01:22:24.570858+00:00,2026-09-16T01:22:25.110125+00:00,0.539,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.15
ACTION: COMMIT",58
15,115,C0,gpt,gpt-4.1-mini,20577124,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1200,80,explicit_numeric,569,20,589,1,,[],chatcmpl-EOYe0E9PkdcY3xeG7jc8VbKsiomLM,gpt-4.1-mini-2025-04-14,fp_2d64b11188,2026-09-16T01:22:32.146282+00:00,2026-09-16T01:22:32.675674+00:00,0.529,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
16,120,C0,gpt,gpt-4.1-mini,16647887,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,short,932,80,explicit_numeric,495,21,516,1,,[],chatcmpl-EOYe6jtoN4hcZ2ihVtmC9ksT99JWv,gpt-4.1-mini-2025-04-14,fp_dc9dc22150,2026-09-16T01:22:37.772341+00:00,2026-09-16T01:22:38.388198+00:00,0.616,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
17,135,C0,gpt,gpt-4.1-mini,24019262,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,80,explicit_numeric,543,20,563,1,,[],chatcmpl-EOYePtvZYSfYcipnPzplJTHuBYpp0,gpt-4.1-mini-2025-04-14,fp_9462904437,2026-09-16T01:22:56.509331+00:00,2026-09-16T01:22:57.126661+00:00,0.617,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
18,140,C0,gpt,gpt-4.1-mini,18670651,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,80,explicit_numeric,619,20,639,1,,[],chatcmpl-EOYeVvEj9XVWUzzLReXbsHmdmPUAv,gpt-4.1-mini-2025-04-14,fp_9ab5ecfee8,2026-09-16T01:23:02.568804+00:00,2026-09-16T01:23:03.327582+00:00,0.759,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
19,147,C0,gpt,gpt-4.1-mini,15137012,REFUTED,SUPPORTED,0.1,COMMIT,full,clean,0,short,1085,80,explicit_numeric,559,20,579,1,,[],chatcmpl-EOYeeirG5pR2rQUKgrtRK9U8hiRrc,gpt-4.1-mini-2025-04-14,fp_9ab5ecfee8,2026-09-16T01:23:11.880026+00:00,2026-09-16T01:23:12.693411+00:00,0.813,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
20,152,C0,gpt,gpt-4.1-mini,11380492,SUPPORTED,INCONCLUSIVE,0.2,COMMIT,full,clean,0,short,1200,80,explicit_numeric,558,21,579,1,,[],chatcmpl-EOYek2fDZhBPlPNlmm5nLHgqoBud2,gpt-4.1-mini-2025-04-14,fp_9ab5ecfee8,2026-09-16T01:23:17.436556+00:00,2026-09-16T01:23:18.120419+00:00,0.684,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",60
21,167,C0,gpt,gpt-4.1-mini,17274051,REFUTED,INCONCLUSIVE,0.4,ABSTAIN,full,clean,0,short,1200,80,explicit_numeric,625,22,647,1,,[],chatcmpl-EOYf3Mz5bejPWzH4IfG8ALEHP3YMW,gpt-4.1-mini-2025-04-14,fp_7725bead7d,2026-09-16T01:23:36.351699+00:00,2026-09-16T01:23:37.068250+00:00,0.717,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.4
ACTION: ABSTAIN",61
22,172,C0,gpt,gpt-4.1-mini,12846929,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1200,80,explicit_numeric,560,20,580,1,,[],chatcmpl-EOYf98QttmmEAmJVjSF5LxvFkby8c,gpt-4.1-mini-2025-04-14,fp_46b5f3c708,2026-09-16T01:23:42.192434+00:00,2026-09-16T01:23:42.799475+00:00,0.607,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
23,179,C0,gpt,gpt-4.1-mini,18948835,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1184,80,explicit_numeric,568,20,588,1,,[],chatcmpl-EOYfGgtltU3Ur5mg2PBqt43FIYadz,gpt-4.1-mini-2025-04-14,fp_03a696da6b,2026-09-16T01:23:49.558754+00:00,2026-09-16T01:23:50.174711+00:00,0.616,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
24,184,C0,gpt,gpt-4.1-mini,23052500,REFUTED,SUPPORTED,0.1,COMMIT,full,clean,0,short,1200,80,explicit_numeric,584,20,604,1,,[],chatcmpl-EOYfMrq6aOZJd3yFMdD6xqoFuttql,gpt-4.1-mini-2025-04-14,fp_27fa8c7d29,2026-09-16T01:23:55.704384+00:00,2026-09-16T01:23:56.728578+00:00,1.024,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
25,199,C0,gpt,gpt-4.1-mini,25488308,REFUTED,SUPPORTED,0.1,COMMIT,full,clean,0,short,1200,80,explicit_numeric,553,20,573,1,,[],chatcmpl-EOYfdUqSoXy7VDEV6Tq95om1jymGG,gpt-4.1-mini-2025-04-14,fp_27fa8c7d29,2026-09-16T01:24:12.808167+00:00,2026-09-16T01:24:13.417771+00:00,0.61,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
26,204,C0,gpt,gpt-4.1-mini,24946973,INCONCLUSIVE,REFUTED,0.2,COMMIT,full,clean,0,short,1200,80,explicit_numeric,606,21,627,1,,[],chatcmpl-EOYfjGJT63Q1BCvx7WlwxLOvfeDXM,gpt-4.1-mini-2025-04-14,fp_d947bed196,2026-09-16T01:24:18.743981+00:00,2026-09-16T01:24:19.459950+00:00,0.716,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
27,211,C0,gpt,gpt-4.1-mini,27456836,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1200,80,explicit_numeric,624,20,644,1,,[],chatcmpl-EOYfrpQ9ioxRX7Oyr9GMejLqp9doI,gpt-4.1-mini-2025-04-14,fp_6e472412bd,2026-09-16T01:24:26.522789+00:00,2026-09-16T01:24:27.138580+00:00,0.616,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.10
ACTION: COMMIT",58
28,216,C0,gpt,gpt-4.1-mini,17244100,SUPPORTED,INCONCLUSIVE,0.35,ABSTAIN,full,clean,0,short,1200,80,explicit_numeric,543,22,565,1,,[],chatcmpl-EOYfycjZyHLWTAsQi4CkmzMMo97Lm,gpt-4.1-mini-2025-04-14,fp_d3f60a4dbc,2026-09-16T01:24:33.691528+00:00,2026-09-16T01:24:34.513308+00:00,0.822,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.35
ACTION: ABSTAIN",62
29,231,C0,gpt,gpt-4.1-mini,23347337,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,80,explicit_numeric,555,20,575,1,,[],chatcmpl-EOYgGh1pWSeQhqD3jcX6uhoLr0UDE,gpt-4.1-mini-2025-04-14,fp_c1b49dfdf6,2026-09-16T01:24:51.925750+00:00,2026-09-16T01:24:52.534559+00:00,0.609,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
30,236,C0,gpt,gpt-4.1-mini,24098953,SUPPORTED,SUPPORTED,0.15,COMMIT,full,clean,1,short,1016,80,explicit_numeric,541,20,561,1,,[],chatcmpl-EOYgMWEox3Mg8KxaU3yM2bgdKv0U6,gpt-4.1-mini-2025-04-14,fp_9ab5ecfee8,2026-09-16T01:24:57.289407+00:00,2026-09-16T01:24:58.063105+00:00,0.774,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.15
ACTION: COMMIT",58
31,243,C0,gpt,gpt-4.1-mini,25274085,REFUTED,SUPPORTED,0.15,COMMIT,full,clean,0,short,1200,80,explicit_numeric,543,20,563,1,,[],chatcmpl-EOYgUq23uGbjRSeygolt2fs03OdMc,gpt-4.1-mini-2025-04-14,fp_46b5f3c708,2026-09-16T01:25:05.404583+00:00,2026-09-16T01:25:06.054090+00:00,0.65,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.15
ACTION: COMMIT",58
32,248,C0,gpt,gpt-4.1-mini,12913878,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,829,80,explicit_numeric,516,20,536,1,,[],chatcmpl-EOYgZjhKmdZWk9cY3Ttv2FHfzHaZY,gpt-4.1-mini-2025-04-14,fp_77a162052f,2026-09-16T01:25:10.864616+00:00,2026-09-16T01:25:11.478983+00:00,0.614,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
33,263,C0,gpt,gpt-4.1-mini,16097998,SUPPORTED,INCONCLUSIVE,0.4,ABSTAIN,full,clean,0,short,1155,80,explicit_numeric,527,22,549,1,,[],chatcmpl-EOYgsAe5una76bVTjohxGzYhVo0G0,gpt-4.1-mini-2025-04-14,fp_bae8db394c,2026-09-16T01:25:29.198080+00:00,2026-09-16T01:25:29.910450+00:00,0.712,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.4
ACTION: ABSTAIN",61
34,268,C0,gpt,gpt-4.1-mini,10593212,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,short,1142,80,explicit_numeric,521,21,542,1,,[],chatcmpl-EOYgy7tCbCBX9k4QM9EsZpj54LTTi,gpt-4.1-mini-2025-04-14,fp_be4674642a,2026-09-16T01:25:35.450928+00:00,2026-09-16T01:25:36.157278+00:00,0.706,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
35,275,C0,gpt,gpt-4.1-mini,22012962,SUPPORTED,SUPPORTED,0.15,COMMIT,full,clean,1,short,1200,80,explicit_numeric,560,20,580,1,,[],chatcmpl-EOYh7SMT2PnASnuwv4aISb7UaGd8o,gpt-4.1-mini-2025-04-14,fp_376003153f,2026-09-16T01:25:45.073321+00:00,2026-09-16T01:25:45.683029+00:00,0.61,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.15
ACTION: COMMIT",58
36,280,C0,gpt,gpt-4.1-mini,8910148,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,80,explicit_numeric,568,20,588,1,,[],chatcmpl-EOYhDd69Jv5KWTIzpzRaxPJVXxSI1,gpt-4.1-mini-2025-04-14,fp_8c3b082e4e,2026-09-16T01:25:50.852179+00:00,2026-09-16T01:25:51.414726+00:00,0.563,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
37,295,C0,gpt,gpt-4.1-mini,20337874,REFUTED,SUPPORTED,0.1,COMMIT,full,clean,0,short,1158,80,explicit_numeric,559,20,579,1,,[],chatcmpl-EOYhV22uS2An2o4wByiza6NXHEUJn,gpt-4.1-mini-2025-04-14,fp_e8e59f8bfb,2026-09-16T01:26:08.314387+00:00,2026-09-16T01:26:08.925676+00:00,0.611,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
38,300,C0,gpt,gpt-4.1-mini,15052394,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,short,1200,80,explicit_numeric,523,21,544,1,,[],chatcmpl-EOYhcEWI41e3ZiCF4v0BpJy0F3EMn,gpt-4.1-mini-2025-04-14,fp_46b5f3c708,2026-09-16T01:26:15.789642+00:00,2026-09-16T01:26:16.402470+00:00,0.613,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
39,307,C0,gpt,gpt-4.1-mini,18439500,REFUTED,SUPPORTED,0.1,COMMIT,full,clean,0,short,1200,80,explicit_numeric,636,20,656,1,,[],chatcmpl-EOYhlk2g0zXpbXtWNwDBpJdt3jjOI,gpt-4.1-mini-2025-04-14,fp_bae8db394c,2026-09-16T01:26:24.598296+00:00,2026-09-16T01:26:25.150542+00:00,0.552,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
40,312,C0,gpt,gpt-4.1-mini,27491658,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,502,80,explicit_numeric,404,20,424,1,,[],chatcmpl-EOYhrfaGYw3Tf8fAfxjjSSA7D9xU6,gpt-4.1-mini-2025-04-14,fp_c9c2c1ebf2,2026-09-16T01:26:30.232187+00:00,2026-09-16T01:26:30.943181+00:00,0.711,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
41,327,C0,gpt,gpt-4.1-mini,16962519,REFUTED,SUPPORTED,0.1,COMMIT,full,clean,0,short,1200,80,explicit_numeric,614,20,634,1,,[],chatcmpl-EOYi7alTQxPp1aXnWghPpDhOAZuXd,gpt-4.1-mini-2025-04-14,fp_477f138a18,2026-09-16T01:26:46.310617+00:00,2026-09-16T01:26:46.916146+00:00,0.606,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
42,332,C0,gpt,gpt-4.1-mini,9199905,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1132,80,explicit_numeric,621,20,641,1,,[],chatcmpl-EOYiCMzfbGUncF6IM3HKvha1S6lqk,gpt-4.1-mini-2025-04-14,fp_9462904437,2026-09-16T01:26:51.617258+00:00,2026-09-16T01:26:52.241591+00:00,0.624,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
43,339,C0,gpt,gpt-4.1-mini,14745753,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,929,80,explicit_numeric,511,20,531,1,,[],chatcmpl-EOYiKKJnGY5WR1FbYqylhCoH2y0oW,gpt-4.1-mini-2025-04-14,fp_85b431086d,2026-09-16T01:26:59.630145+00:00,2026-09-16T01:27:00.332567+00:00,0.702,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
44,344,C0,gpt,gpt-4.1-mini,23506394,SUPPORTED,INCONCLUSIVE,0.35,ABSTAIN,full,clean,0,short,1200,80,explicit_numeric,551,22,573,1,,[],chatcmpl-EOYiQ4ibGPcWF8K33kKWlPkwQTXH0,gpt-4.1-mini-2025-04-14,fp_276fc628c7,2026-09-16T01:27:05.556310+00:00,2026-09-16T01:27:06.474595+00:00,0.918,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.35
ACTION: ABSTAIN",62
45,359,C0,gpt,gpt-4.1-mini,20064872,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,80,explicit_numeric,647,20,667,1,,[],chatcmpl-EOYihvlREl1lstPxjKEFwQn0nm5VP,gpt-4.1-mini-2025-04-14,fp_49a808c39e,2026-09-16T01:27:22.966091+00:00,2026-09-16T01:27:23.485181+00:00,0.519,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
46,364,C0,gpt,gpt-4.1-mini,22683044,SUPPORTED,SUPPORTED,0.25,COMMIT,full,clean,1,short,1200,80,explicit_numeric,577,20,597,1,,[],chatcmpl-EOYinyPqQ3NNEBeYt5Q2D3Y6qLtD3,gpt-4.1-mini-2025-04-14,fp_91f6cdc319,2026-09-16T01:27:28.705402+00:00,2026-09-16T01:27:29.399493+00:00,0.694,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.25
ACTION: COMMIT",58
47,371,C0,gpt,gpt-4.1-mini,23870157,SUPPORTED,SUPPORTED,0.15,COMMIT,full,clean,1,short,1200,80,explicit_numeric,536,20,556,1,,[],chatcmpl-EOYiwfOpPgem9cg42zJtVUGPhyEaT,gpt-4.1-mini-2025-04-14,fp_85b431086d,2026-09-16T01:27:37.301334+00:00,2026-09-16T01:27:38.013901+00:00,0.713,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.15
ACTION: COMMIT",58
48,376,C0,gpt,gpt-4.1-mini,20401819,SUPPORTED,INCONCLUSIVE,0.25,COMMIT,full,clean,0,short,944,80,explicit_numeric,487,21,508,1,,[],chatcmpl-EOYj2GyajDs5cMTmMpWCRmGJChzoW,gpt-4.1-mini-2025-04-14,fp_0f45d14ea7,2026-09-16T01:27:43.442083+00:00,2026-09-16T01:27:43.963477+00:00,0.521,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.25
ACTION: COMMIT",61
49,391,C0,gpt,gpt-4.1-mini,22117569,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1200,80,explicit_numeric,507,20,527,1,,[],chatcmpl-EOYjLoHhDSDO4aX817Bwg2pXxsHPR,gpt-4.1-mini-2025-04-14,fp_3ad92fda13,2026-09-16T01:28:02.601881+00:00,2026-09-16T01:28:03.413350+00:00,0.812,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
50,396,C0,gpt,gpt-4.1-mini,10811329,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,80,explicit_numeric,614,20,634,1,,[],chatcmpl-EOYjQJMktKKEJRjs1CGGr72Jp2bAl,gpt-4.1-mini-2025-04-14,fp_29ccb580a1,2026-09-16T01:28:08.100674+00:00,2026-09-16T01:28:08.631259+00:00,0.531,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
51,403,C0,gpt,gpt-4.1-mini,23224030,SUPPORTED,REFUTED,0.1,COMMIT,full,clean,0,short,1200,80,explicit_numeric,582,21,603,1,,[],chatcmpl-EOYja1mSnc4WPoQbT3catdD4LPovZ,gpt-4.1-mini-2025-04-14,fp_e8e59f8bfb,2026-09-16T01:28:17.289916+00:00,2026-09-16T01:28:18.051415+00:00,0.762,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
52,408,C0,gpt,gpt-4.1-mini,24318956,SUPPORTED,INCONCLUSIVE,0.35,ABSTAIN,full,clean,0,short,1200,80,explicit_numeric,574,22,596,1,,[],chatcmpl-EOYjgwNYHWARgyDRm9czkKFmQoMQa,gpt-4.1-mini-2025-04-14,fp_be4674642a,2026-09-16T01:28:23.384375+00:00,2026-09-16T01:28:23.994634+00:00,0.61,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.35
ACTION: ABSTAIN",62
53,423,C0,gpt,gpt-4.1-mini,24014276,SUPPORTED,SUPPORTED,0.15,COMMIT,full,clean,1,short,1200,80,explicit_numeric,572,20,592,1,,[],chatcmpl-EOYk3guF62ODzynOd3zpF8ME63E6y,gpt-4.1-mini-2025-04-14,fp_eb78327c64,2026-09-16T01:28:46.735541+00:00,2026-09-16T01:28:47.362007+00:00,0.626,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.15
ACTION: COMMIT",58
54,428,C0,gpt,gpt-4.1-mini,26561905,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,80,explicit_numeric,549,20,569,1,,[],chatcmpl-EOYk9L9RaQVWw6uYonoaRTXeSU0R7,gpt-4.1-mini-2025-04-14,fp_bae8db394c,2026-09-16T01:28:52.158401+00:00,2026-09-16T01:28:52.872282+00:00,0.714,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
55,435,C0,gpt,gpt-4.1-mini,23806388,SUPPORTED,INCONCLUSIVE,0.4,ABSTAIN,full,clean,0,short,1200,80,explicit_numeric,584,22,606,1,,[],chatcmpl-EOYkGB5ZALCit3LR1p6STR2fPloow,gpt-4.1-mini-2025-04-14,fp_27270670a9,2026-09-16T01:29:00.146776+00:00,2026-09-16T01:29:00.753873+00:00,0.607,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.4
ACTION: ABSTAIN",61
56,440,C0,gpt,gpt-4.1-mini,7482275,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,short,1200,80,explicit_numeric,557,21,578,1,,[],chatcmpl-EOYkMtYOePYLPHhDAQAmioZ6DRrrQ,gpt-4.1-mini-2025-04-14,fp_6e472412bd,2026-09-16T01:29:05.575752+00:00,2026-09-16T01:29:06.183105+00:00,0.607,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
57,455,C0,gpt,gpt-4.1-mini,23072266,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1200,80,explicit_numeric,610,20,630,1,,[],chatcmpl-EOYkd4guJEE9SqwhacSErNIe2PuVM,gpt-4.1-mini-2025-04-14,fp_c9c2c1ebf2,2026-09-16T01:29:22.564147+00:00,2026-09-16T01:29:23.178404+00:00,0.614,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
