row_order,schedule_index,condition,model_key,model,pubmed_id,gold_label,decision,error_prob,action,parse_status,parse_notes,is_correct,evidence_policy,evidence_chars,max_tokens,threshold_rule,prompt_tokens,completion_tokens,total_tokens,api_attempts,api_error,retry_events_json,response_id,response_model,system_fingerprint,request_started_utc,request_finished_utc,latency_seconds,raw_response,raw_length
17,134,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,24019262,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,80,explicit_numeric,567,20,587,1,,[],p1SurwN-4YNCb4-a3bc101a6cfe5933,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:22:54.755529+00:00,2026-09-16T01:22:56.205237+00:00,1.45,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
18,141,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,18670651,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,80,explicit_numeric,644,20,664,1,,[],p1Suuac-fdNmn-a3bc1051b9dfe09b,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:23:03.634147+00:00,2026-09-16T01:23:04.899174+00:00,1.265,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
19,146,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,15137012,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,short,1085,80,explicit_numeric,587,21,608,1,,[],p1SuwbK-4YNCb4-a3bc107c2a8a3189,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:23:10.424213+00:00,2026-09-16T01:23:11.566355+00:00,1.142,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
20,153,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,11380492,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,80,explicit_numeric,585,20,605,1,,[],p1Suyzi-4YNCb4-a3bc10ae6d6a80f3,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:23:18.430053+00:00,2026-09-16T01:23:19.554098+00:00,1.124,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
21,166,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,17274051,REFUTED,INCONCLUSIVE,0.7,SEEK_EVIDENCE,full,clean,0,short,1200,80,explicit_numeric,650,24,674,1,,[],p1Sv4jN-fdNmn-a3bc111228ab0026,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:23:34.407015+00:00,2026-09-16T01:23:36.041513+00:00,1.635,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.7
ACTION: SEEK_EVIDENCE",67
22,173,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,12846929,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,80,explicit_numeric,584,20,604,1,,[],p1Sv7LC-fdNmn-a3bc1148cb105b05,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:23:43.104588+00:00,2026-09-16T01:23:43.926055+00:00,0.821,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
23,178,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,18948835,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1184,80,explicit_numeric,604,20,624,1,,[],p1Sv8rZ-fdNmn-a3bc1168bcd4a837,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:23:48.234783+00:00,2026-09-16T01:23:49.249832+00:00,1.015,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
24,185,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,23052500,REFUTED,SUPPORTED,0.2,COMMIT,full,clean,0,short,1200,80,explicit_numeric,615,20,635,1,,[],p1SvBTP-4YNCb4-a3bc119fcdda8f26,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:23:57.036720+00:00,2026-09-16T01:23:58.055980+00:00,1.019,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
25,198,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,25488308,REFUTED,SUPPORTED,0.2,COMMIT,full,clean,0,short,1200,80,explicit_numeric,584,20,604,1,,[],p1SvFoL-4YNCb4-a3bc11fb0ae80fd5,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:24:11.676353+00:00,2026-09-16T01:24:12.498533+00:00,0.822,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
26,205,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,24946973,INCONCLUSIVE,REFUTED,0.2,COMMIT,full,clean,0,short,1200,80,explicit_numeric,632,21,653,1,,[],p1SvJET-fdNmn-a3bc122dfdf8a260,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:24:19.774394+00:00,2026-09-16T01:24:20.694492+00:00,0.92,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
27,210,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,27456836,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,80,explicit_numeric,655,20,675,1,,[],p1SvKqe-fdNmn-a3bc124fbd92a2a8,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:24:25.197591+00:00,2026-09-16T01:24:26.215417+00:00,1.018,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
28,217,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,17244100,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,80,explicit_numeric,566,20,586,1,,[],p1SvNgZ-4YNCb4-a3bc128bde2e4c37,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:24:34.823366+00:00,2026-09-16T01:24:35.843962+00:00,1.021,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
29,230,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,23347337,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,80,explicit_numeric,585,20,605,1,,[],p1SvTT4-4YNCb4-a3bc12f00c350026,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:24:50.848669+00:00,2026-09-16T01:24:51.611037+00:00,0.762,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
30,237,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,24098953,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1016,80,explicit_numeric,568,20,588,1,,[],p1SvVfw-4YNCb4-a3bc131eb96ca310,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:24:58.369830+00:00,2026-09-16T01:24:59.599039+00:00,1.229,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
31,242,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,25274085,REFUTED,SUPPORTED,0.2,COMMIT,full,clean,0,short,1200,80,explicit_numeric,570,20,590,1,,[],p1SvXUA-4YNCb4-a3bc134448ad5933,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:25:04.317159+00:00,2026-09-16T01:25:05.098219+00:00,0.781,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
32,249,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,12913878,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,829,80,explicit_numeric,554,20,574,1,,[],p1SvZgD-fdNmn-a3bc1372bed8a315,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:25:11.788451+00:00,2026-09-16T01:25:12.708030+00:00,0.92,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
33,262,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,16097998,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1155,80,explicit_numeric,554,20,574,1,,[],p1SveMh-4YNCb4-a3bc13d55e9b4c37,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:25:27.518365+00:00,2026-09-16T01:25:28.885776+00:00,1.367,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
34,269,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,10593212,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,short,1142,80,explicit_numeric,544,21,565,1,,[],p1Svh1k-4YNCb4-a3bc140d281097bf,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:25:36.471425+00:00,2026-09-16T01:25:37.999532+00:00,1.528,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
35,274,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,22012962,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,80,explicit_numeric,584,20,604,1,,[],p1SvjCe-4YNCb4-a3bc143b2e5c28bf,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:25:43.777192+00:00,2026-09-16T01:25:44.761295+00:00,0.984,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
36,281,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,8910148,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,80,explicit_numeric,604,20,624,1,,[],p1SvmYP-4YNCb4-a3bc146c7d60e09b,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:25:51.724454+00:00,2026-09-16T01:25:53.053763+00:00,1.329,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
37,294,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,20337874,REFUTED,SUPPORTED,0.2,COMMIT,full,clean,0,short,1158,80,explicit_numeric,585,20,605,1,,[],p1Svr64-fdNmn-a3bc14cbcd61a291,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:26:06.995386+00:00,2026-09-16T01:26:08.003700+00:00,1.008,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
38,301,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,15052394,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,short,1200,80,explicit_numeric,546,21,567,1,,[],p1Svtyy-fdNmn-a3bc1508abcc1fde,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:26:16.714342+00:00,2026-09-16T01:26:18.039645+00:00,1.325,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
39,306,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,18439500,REFUTED,SUPPORTED,0.2,COMMIT,full,clean,0,short,1200,80,explicit_numeric,663,20,683,1,,[],p1Svvzk-fdNmn-a3bc1532ff0a5e1b,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:26:23.469327+00:00,2026-09-16T01:26:24.286036+00:00,0.817,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
40,313,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,27491658,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,502,80,explicit_numeric,435,20,455,1,,[],p1SvyJK-4YNCb4-a3bc15638ed1c03e,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:26:31.256070+00:00,2026-09-16T01:26:31.965650+00:00,0.71,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
41,326,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,16962519,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,short,1200,80,explicit_numeric,646,21,667,1,,[],p1Sw3Rs-fdNmn-a3bc15ba3b0da255,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:26:45.070771+00:00,2026-09-16T01:26:45.992980+00:00,0.922,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
42,333,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,9199905,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1132,80,explicit_numeric,656,20,676,1,,[],p1Sw5eB-4YNCb4-a3bc15e8fe7f0026,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:26:52.552276+00:00,2026-09-16T01:26:53.581580+00:00,1.029,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
43,338,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,14745753,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,929,80,explicit_numeric,536,20,556,1,,[],p1Sw7Su-fdNmn-a3bc160eb87da29c,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:26:58.591002+00:00,2026-09-16T01:26:59.315405+00:00,0.724,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
44,345,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,23506394,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,80,explicit_numeric,570,20,590,1,,[],p1Sw9si-4YNCb4-a3bc1641bbd5e09b,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:27:06.787099+00:00,2026-09-16T01:27:07.600862+00:00,0.814,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
45,358,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,20064872,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,80,explicit_numeric,672,20,692,1,,[],p1SwELb-fdNmn-a3bc169f9c453189,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:27:21.841575+00:00,2026-09-16T01:27:22.654983+00:00,0.813,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
46,365,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,22683044,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,80,explicit_numeric,602,20,622,1,,[],p1SwGfT-4YNCb4-a3bc16d0b98d97bf,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:27:29.713881+00:00,2026-09-16T01:27:30.540251+00:00,0.826,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
47,370,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,23870157,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,80,explicit_numeric,565,20,585,1,,[],p1SwJc8-fdNmn-a3bc16f94c9c0d24,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:27:36.179736+00:00,2026-09-16T01:27:36.988943+00:00,0.809,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
48,377,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,20401819,SUPPORTED,INCONCLUSIVE,0.6,SEEK_EVIDENCE,full,clean,0,short,944,80,explicit_numeric,511,24,535,1,,[],p1SwLzq-4YNCb4-a3bc172bdafda314,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:27:44.274048+00:00,2026-09-16T01:27:45.183130+00:00,0.909,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.6
ACTION: SEEK_EVIDENCE",67
49,390,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,22117569,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,80,explicit_numeric,530,20,550,1,,[],p1SwS4D-fdNmn-a3bc1795ee9da315,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:28:01.262057+00:00,2026-09-16T01:28:02.288714+00:00,1.027,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
50,397,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,10811329,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,80,explicit_numeric,651,20,671,1,,[],p1SwUM8-4YNCb4-a3bc17c61b06a267,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:28:08.941346+00:00,2026-09-16T01:28:10.953450+00:00,2.012,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
51,402,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,23224030,SUPPORTED,REFUTED,0.2,COMMIT,full,clean,0,short,1200,80,explicit_numeric,606,21,627,1,,[],p1SwWSz-fdNmn-a3bc17f2388b5b53,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:28:16.001768+00:00,2026-09-16T01:28:16.980084+00:00,0.978,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
52,409,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,24318956,SUPPORTED,REFUTED,0.2,COMMIT,full,clean,0,short,1200,80,explicit_numeric,607,21,628,1,,[],p1SwYux-fdNmn-a3bc18260c1580f3,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:28:24.305277+00:00,2026-09-16T01:28:25.322773+00:00,1.018,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
53,422,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,24014276,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,80,explicit_numeric,597,20,617,1,,[],p1SwfFb-fdNmn-a3bc18ab5a8ca273,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:28:45.605537+00:00,2026-09-16T01:28:46.423687+00:00,0.818,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
54,429,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,26561905,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,80,explicit_numeric,578,20,598,1,,[],p1SwhVR-4YNCb4-a3bc18daad62255a,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:28:53.183635+00:00,2026-09-16T01:28:54.303144+00:00,1.12,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
55,434,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,23806388,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,80,explicit_numeric,615,20,635,1,,[],p1SwjEE-4YNCb4-a3bc18ff2b81a313,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:28:59.020386+00:00,2026-09-16T01:28:59.833533+00:00,0.813,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
