protocol,model,max_tokens,evidence_truncated,threshold_table,sample_type,is_correct,predicted_decision,action,parse_status,error_probability
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,SEEK_EVIDENCE,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,SUPPORTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
B,Llama-3.3-70b,300,False,False,stratified,0,REFUTED,COMMIT,full,0.205
