protocol,model,max_tokens,evidence_truncated,threshold_table,sample_type,is_correct,predicted_decision,action,parse_status,error_probability
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
A1,GPT-4.1-mini,300,True,True,natural,1,INCONCLUSIVE,COMMIT,full,0.235
