protocol,model,max_tokens,evidence_truncated,threshold_table,sample_type,is_correct,predicted_decision,action,parse_status,error_probability
B,GPT-4.1-mini,300,False,False,stratified,1,INCONCLUSIVE,SEEK_EVIDENCE,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,INCONCLUSIVE,SEEK_EVIDENCE,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,INCONCLUSIVE,SEEK_EVIDENCE,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,INCONCLUSIVE,SEEK_EVIDENCE,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,INCONCLUSIVE,SEEK_EVIDENCE,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,INCONCLUSIVE,SEEK_EVIDENCE,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,INCONCLUSIVE,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,INCONCLUSIVE,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,INCONCLUSIVE,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,INCONCLUSIVE,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,INCONCLUSIVE,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,INCONCLUSIVE,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,INCONCLUSIVE,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,INCONCLUSIVE,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,1,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,SUPPORTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
B,GPT-4.1-mini,300,False,False,stratified,0,REFUTED,COMMIT,full,0.146
